time,site,easting,northing,Year,richness,ca1.score
t1,S2,437586,393579,1992,11,-0.502862724
t1,S3,211100,80160,1991,32,0.507281276
t1,S3,211100,80160,1992,28,0.566379744
t1,S4,210430,82780,1991,25,0.456076782
t1,S4,210430,82780,1992,25,0.40309562
t1,S5,188380,61560,1991,28,0.55197823
t1,S5,188380,61560,1992,26,0.626734321
t1,S6,201640,72020,1992,33,0.591241587
t1,S7,207170,80530,1992,28,0.681203488
t1,S8,208900,73900,1992,20,0.506887997
t1,S9,204330,67270,1991,21,-0.132827476
t1,S9,204330,67270,1992,20,-0.199892468
t1,S10,201400,68600,1991,30,0.361726841
t1,S10,201400,68600,1992,27,0.50784608
t1,S11,206580,71500,1991,28,0.485083129
t1,S11,206580,71500,1992,26,0.760760237
t1,S12,209790,80550,1992,25,0.835585491
t1,S13,183760,57090,1993,14,0.980994851
t1,S14,183000,59280,1993,25,0.819699822
t1,S15,187320,65920,1992,25,0.20395136
t1,S16,201570,67770,1992,30,0.764637089
t1,S17,425556,403330,1992,11,-0.16246769
t1,S18,199830,75280,1992,32,0.112291109
t1,S19,210170,91210,1993,25,1.014625232
t1,S20,220260,111690,1993,28,0.598184794
t1,S21,221870,103780,1991,34,0.321869666
t1,S21,221870,103780,1992,30,0.358870971
t1,S21,221870,103780,1993,28,0.438627841
t1,S22,221236,104761,1991,30,0.060031677
t1,S22,221236,104761,1992,28,0.405914288
t1,S22,221236,104761,1993,28,0.329178625
t1,S23,223454,100988,1993,26,0.645130486
t1,S24,221730,103340,1992,31,0.316245851
t1,S24,221730,103340,1993,22,0.716354311
t1,S56,438873,392793,1992,10,-0.264791335
t1,S68,394209,454392,1992,19,0.401417574
t1,S71,209980,63600,1992,25,0.749335017
t1,S72,215100,55560,1993,27,0.553306474
t1,S73,215610,53150,1993,20,0.440839882
t1,S74,218420,67990,1992,27,0.835675515
t1,S76,222790,69910,1991,31,0.57098202
t1,S77,218100,70710,1991,23,0.661485213
t1,S77,218100,70710,1992,20,0.68460546
t1,S78,211100,64440,1992,23,0.577235831
t1,S79,217660,64880,1991,23,0.635956351
t1,S79,217660,64880,1992,24,0.894173139
t1,S80,215830,68100,1992,22,1.512171538
t1,S81,222810,68980,1991,28,0.824316367
t1,S81,222810,68980,1992,22,1.034354561
t1,S82,220660,74400,1991,25,0.824651543
t1,S82,220660,74400,1992,20,0.88891933
t1,S84,214320,57340,1991,30,0.664107122
t1,S84,214320,57340,1993,27,0.881548344
t1,S85,210760,61320,1991,26,0.416002074
t1,S85,210760,61320,1992,25,0.825626203
t1,S86,223000,55620,1991,28,0.682070993
t1,S86,223000,55620,1993,30,0.67182158
t1,S87,228780,61640,1991,17,0.320623023
t1,S87,228780,61640,1993,15,0.76763572
t1,S88,220730,50980,1993,25,0.592117947
t1,S89,226390,69480,1991,9,0.415972346
t1,S89,226390,69480,1993,5,0.210352044
t1,S91,232150,70070,1992,23,0.885779972
t1,S92,445503,394530,1992,3,-0.330838406
t1,S93,253290,80490,1992,18,1.122340979
t1,S94,249060,70890,1992,29,0.634396575
t1,S95,255100,75120,1992,25,0.923605032
t1,S96,246650,71780,1991,30,0.55398365
t1,S96,246650,71780,1992,23,0.735783045
t1,S96,246650,71780,1993,28,0.604050953
t1,S97,255660,60090,1991,18,-0.228291504
t1,S97,255660,60090,1992,12,0.596027587
t1,S98,252830,66940,1991,29,0.699998641
t1,S98,252830,66940,1992,29,0.69745018
t1,S99,253383,63669,1991,21,0.637795638
t1,S99,253383,63669,1992,13,1.156935267
t1,S100,252810,56580,1991,14,-0.001230552
t1,S100,252810,56580,1992,10,-0.055485235
t1,S101,247690,68110,1992,20,0.745627005
t1,S102,256750,69270,1991,23,0.903179621
t1,S102,256750,69270,1992,20,0.936220154
t1,S103,254220,72020,1991,24,0.929695167
t1,S103,254220,72020,1992,22,0.98929031
t1,S104,226290,77820,1992,31,0.682505394
t1,S105,234610,59600,1992,27,0.664920613
t1,S106,233941,68831,1992,20,0.452782472
t1,S107,226100,77200,1992,17,0.91398603
t1,S108,238320,61390,1992,29,0.666497109
t1,S109,250550,76800,1991,24,0.489857559
t1,S109,250550,76800,1992,23,0.696167981
t1,S111,255429,64545,1992,20,0.973413807
t1,S112,261510,61020,1991,22,0.928520702
t1,S112,261510,61020,1992,21,1.192532364
t1,S113,252650,65590,1991,24,0.503397473
t1,S113,252650,65590,1992,29,0.321528518
t1,S113,252650,65590,1993,27,0.651653928
t1,S114,252083,58639,1992,24,0.916386134
t1,S115,255144,67809,1992,23,0.788520546
t1,S117,164980,41970,1993,1,0.718314293
t1,S118,160630,41050,1993,18,0.358324985
t1,S119,154930,35070,1993,20,0.738709345
t1,S120,140080,22950,1993,24,0.551543582
t1,S121,150340,34940,1993,22,0.751478116
t1,S122,142310,29810,1991,21,0.725100713
t1,S122,142310,29810,1993,16,0.478979506
t1,S123,447039,397169,1992,11,-0.379981756
t1,S124,148120,31130,1993,29,0.617218607
t1,S125,163252,42173,1991,5,-0.386626932
t1,S125,163252,42173,1993,4,0.23006772
t1,S126,166150,40880,1991,8,0.473329973
t1,S126,166150,40880,1993,9,0.205548636
t1,S127,166920,39180,1991,18,0.703835471
t1,S127,166920,39180,1993,20,0.891532928
t1,S128,176807,58689,1993,19,0.730963347
t1,S129,175570,53950,1993,25,0.278635622
t1,S130,167080,44950,1993,8,-0.060885271
t1,S131,162980,42380,1993,20,0.42302997
t1,S132,165790,29120,1991,27,0.706664611
t1,S132,165790,29120,1992,24,0.851832729
t1,S132,165790,29120,1993,19,0.977135155
t1,S133,145000,24160,1993,26,0.604435948
t1,S134,168280,31440,1991,26,0.506857971
t1,S134,168280,31440,1992,22,0.840888865
t1,S134,168280,31440,1993,16,0.417915405
t1,S136,146090,29140,1993,21,0.352560315
t1,S137,143410,30070,1993,23,0.637028437
t1,S138,144600,29100,1993,18,0.414541895
t1,S139,339322,95939,1991,21,-0.187659323
t1,S143,346214,92871,1991,25,-0.316377166
t1,S144,347393,93101,1991,24,-0.294069177
t1,S146,366614,84221,1992,22,-0.12184786
t1,S148,346468,92079,1991,26,-0.312955504
t1,S150,366576,83640,1992,23,-0.088870859
t1,S151,353082,89782,1991,25,0.246563379
t1,S158,403980,460867,1991,19,0.895237775
t1,S158,403980,460867,1992,25,0.992527718
t1,S160,447743,396393,1992,19,-0.003346329
t1,S171,405979,423519,1992,5,-0.766528334
t1,S173,429257,398660,1991,15,-0.112777616
t1,S173,429257,398660,1992,20,-0.126261915
t1,S174,410007,421504,1992,6,-0.570817001
t1,S176,415792,402415,1991,17,0.660946625
t1,S176,415792,402415,1992,15,0.654716573
t1,S177,417918,416123,1992,15,-0.290214949
t1,S178,413806,407879,1992,6,-0.308926156
t1,S179,432562,404750,1991,3,-0.561724069
t1,S179,432562,404750,1992,10,-0.426962883
t1,S180,432541,404055,1991,15,0.360469751
t1,S180,432541,404055,1992,19,-0.092365227
t1,S181,433805,401914,1991,6,-0.36640595
t1,S182,424101,420339,1992,4,-0.66198895
t1,S183,441793,403816,1992,8,-0.31616588
t1,S184,427281,402086,1992,11,-0.168547289
t1,S185,419786,400611,1992,6,0.863318964
t1,S187,429878,389521,1992,12,-0.000757984
t1,S188,421974,408225,1992,23,0.815381141
t1,S189,426601,411873,1992,13,-0.405824492
t1,S190,442772,403380,1992,13,-0.295047793
t1,S191,430431,385004,1992,24,0.504448203
t1,S192,457728,431581,1993,14,-1.140683225
t1,S193,470657,481383,1991,25,0.116703576
t1,S193,470657,481383,1992,28,0.082237186
t1,S205,401203,425864,1992,15,0.794779432
t1,S226,437290,375044,1991,7,-0.574721097
t1,S234,450212,410654,1991,6,-0.738464558
t1,S242,390181,445312,1991,17,0.620560958
t1,S257,501881,456768,1991,23,-0.037102655
t1,S257,501881,456768,1992,21,-0.214750932
t1,S262,466258,506161,1991,15,0.912964251
t1,S262,466258,506161,1992,24,0.794477961
t1,S270,476254,507615,1991,28,0.294713766
t1,S270,476254,507615,1992,26,0.391909377
t1,S274,486842,508170,1991,24,0.50045655
t1,S274,486842,508170,1992,25,0.501410575
t1,S274,486842,508170,1993,28,0.53672761
t1,S276,429836,395522,1991,22,0.593304504
t1,S276,429836,395522,1992,25,0.325121472
t1,S281,463302,460990,1991,12,-1.022542068
t1,S281,463302,460990,1992,11,-1.415564977
t1,S296,442195,395814,1991,9,-0.616735805
t1,S296,442195,395814,1992,16,-0.337213068
t1,S297,395706,652580,1991,26,-0.207102074
t1,S297,395706,652580,1992,31,-0.264611537
t1,S297,395706,652580,1993,26,0.190307179
t1,S298,392693,639601,1991,17,0.441344355
t1,S298,392693,639601,1992,27,0.413558158
t1,S298,392693,639601,1993,30,0.10320626
t1,S299,399839,630792,1991,21,0.417034651
t1,S299,399839,630792,1992,28,0.272615273
t1,S299,399839,630792,1993,32,0.522523886
t1,S300,406096,628491,1991,26,0.425906742
t1,S300,406096,628491,1992,24,0.71791771
t1,S300,406096,628491,1993,15,0.835972249
t1,S301,407658,620380,1991,25,0.53676818
t1,S301,407658,620380,1992,25,0.57644113
t1,S301,407658,620380,1993,25,0.79238058
t1,S302,395497,630203,1991,24,0.426875507
t1,S302,395497,630203,1992,23,0.643189472
t1,S302,395497,630203,1993,27,0.457003489
t1,S303,386199,633416,1992,22,0.290814405
t1,S303,386199,633416,1993,30,0.135906904
t1,S304,389603,628082,1991,16,0.613168733
t1,S304,389603,628082,1992,13,0.910290892
t1,S304,389603,628082,1993,18,0.887856435
t1,S305,399730,624800,1991,23,0.965047518
t1,S305,399730,624800,1992,24,0.979582009
t1,S305,399730,624800,1993,26,1.015062317
t1,S306,404330,633308,1991,15,0.002314587
t1,S306,404330,633308,1992,16,0.418502176
t1,S306,404330,633308,1993,18,0.262641491
t1,S307,402761,624217,1991,26,0.722257128
t1,S307,402761,624217,1992,32,0.851854408
t1,S307,402761,624217,1993,26,0.809109418
t1,S308,404700,623400,1991,29,0.630355446
t1,S308,404700,623400,1992,32,0.814434977
t1,S308,404700,623400,1993,24,0.751118355
t1,S309,400200,645000,1991,22,-0.172299512
t1,S309,400200,645000,1992,17,-0.484252566
t1,S309,400200,645000,1993,17,-0.197954732
t1,S310,400700,643200,1991,24,0.24164643
t1,S310,400700,643200,1992,20,-0.010022462
t1,S310,400700,643200,1993,23,0.282602449
t1,S311,411934,636344,1991,13,-0.258779785
t1,S311,411934,636344,1992,15,-0.13024336
t1,S312,411199,633599,1991,16,-0.317889622
t1,S312,411199,633599,1992,17,-0.348041114
t1,S312,411199,633599,1993,16,-0.08526264
t1,S313,411933,636362,1991,17,-0.193311634
t1,S313,411933,636362,1992,17,-0.471858657
t1,S314,421301,627705,1991,20,-0.053466457
t1,S314,421301,627705,1992,23,-0.171402724
t1,S314,421301,627705,1993,19,-0.026990007
t1,S315,422600,621400,1991,14,-0.272269233
t1,S315,422600,621400,1992,16,-0.162349657
t1,S315,422600,621400,1993,18,0.08661614
t1,S316,425000,617300,1991,13,-0.160080558
t1,S316,425000,617300,1992,19,-0.382990304
t1,S316,425000,617300,1993,17,-0.106374316
t1,S317,421437,612699,1991,22,-0.354497349
t1,S317,421437,612699,1992,18,-0.493094383
t1,S317,421437,612699,1993,16,-0.13245448
t1,S318,408766,612379,1991,22,-0.268583693
t1,S318,408766,612379,1992,18,-0.049217553
t1,S318,408766,612379,1993,22,0.256974606
t1,S319,415186,617750,1991,28,0.537671567
t1,S319,415186,617750,1992,25,0.665147852
t1,S319,415186,617750,1993,27,0.848391893
t1,S320,414562,616919,1991,27,0.399198968
t1,S320,414562,616919,1992,29,0.433525365
t1,S320,414562,616919,1993,24,0.775392796
t1,S321,411970,612196,1991,31,0.267021977
t1,S321,411970,612196,1992,19,0.484637006
t1,S321,411970,612196,1993,25,0.662861466
t1,S322,516608,467542,1991,6,-0.535308221
t1,S323,423603,604966,1991,22,0.26975065
t1,S323,423603,604966,1992,26,0.536012986
t1,S324,418500,600300,1991,27,0.379641894
t1,S324,418500,600300,1992,24,0.202456768
t1,S325,410108,599455,1991,26,0.470933462
t1,S325,410108,599455,1992,27,0.522420263
t1,S326,398144,600209,1991,17,1.037559993
t1,S326,398144,600209,1992,21,0.940340682
t1,S327,392521,605556,1991,18,0.75064902
t1,S327,392521,605556,1992,23,0.820616838
t1,S328,386988,608282,1991,23,0.823767562
t1,S328,386988,608282,1992,24,0.832394018
t1,S329,423508,606802,1991,12,-0.125560078
t1,S329,423508,606802,1992,16,0.023272183
t1,S330,420305,602918,1991,21,0.480830688
t1,S330,420305,602918,1992,17,0.093843073
t1,S331,419256,599715,1991,18,-0.016719763
t1,S331,419256,599715,1992,22,0.17352858
t1,S332,418000,596900,1991,13,-0.026031998
t1,S332,418000,596900,1992,23,0.350314771
t1,S333,415695,601314,1991,18,0.643350759
t1,S333,415695,601314,1992,23,0.649324792
t1,S334,409866,598928,1991,20,0.939738556
t1,S334,409866,598928,1992,24,0.659642263
t1,S335,403042,602202,1991,13,0.379318129
t1,S335,403042,602202,1992,22,0.361954138
t1,S336,396964,599341,1991,16,0.888269324
t1,S336,396964,599341,1992,22,0.955494409
t1,S337,392218,605985,1991,21,0.847848708
t1,S337,392218,605985,1992,25,0.717364018
t1,S338,388648,607763,1991,21,1.076149346
t1,S338,388648,607763,1992,22,0.813777913
t1,S339,425100,598700,1993,10,-0.328560797
t1,S340,424714,598200,1991,4,-0.441216228
t1,S340,424714,598200,1993,11,-0.18112741
t1,S341,423858,592686,1991,13,-0.479790065
t1,S341,423858,592686,1993,21,-0.192927995
t1,S342,424102,586510,1991,18,0.16980281
t1,S342,424102,586510,1992,21,0.242667964
t1,S342,424102,586510,1993,21,-0.018093806
t1,S343,420141,585850,1991,22,0.259266991
t1,S343,420141,585850,1992,27,0.411648805
t1,S343,420141,585850,1993,28,0.257957736
t1,S344,410360,438446,1991,13,-0.361803177
t1,S345,405300,584100,1991,28,0.187282034
t1,S345,405300,584100,1992,26,0.34262423
t1,S345,405300,584100,1993,29,0.267871598
t1,S346,423885,586758,1991,13,-0.466139189
t1,S346,423885,586758,1992,10,0.036561557
t1,S346,423885,586758,1993,14,-0.285070153
t1,S347,419016,587118,1991,11,-0.348221569
t1,S347,419016,587118,1992,11,0.042967441
t1,S347,419016,587118,1993,17,0.125663181
t1,S348,417218,586168,1991,16,0.14100154
t1,S348,417218,586168,1992,24,0.654437983
t1,S348,417218,586168,1993,26,0.532553489
t1,S349,403500,593800,1991,25,0.912038121
t1,S349,403500,593800,1992,19,0.903251249
t1,S349,403500,593800,1993,27,0.804694842
t1,S350,403200,593600,1991,16,0.210777083
t1,S350,403200,593600,1992,21,0.645083937
t1,S350,403200,593600,1993,25,0.996880571
t1,S351,409151,586008,1991,24,0.641556329
t1,S351,409151,586008,1992,27,0.537584489
t1,S351,409151,586008,1993,24,0.850702833
t1,S352,446310,374263,1991,4,-0.281934109
t1,S353,426684,581394,1991,22,-0.216815047
t1,S353,426684,581394,1993,20,-0.444113242
t1,S354,419027,577652,1991,23,-0.365377838
t1,S354,419027,577652,1993,22,-0.238047992
t1,S355,415585,577291,1991,23,-0.047195614
t1,S355,415585,577291,1993,28,-0.106464892
t1,S357,422329,584024,1991,10,-0.440494896
t1,S357,422329,584024,1993,18,-0.14420078
t1,S358,409936,423059,1991,9,-0.561850682
t1,S358,409936,423059,1992,7,-0.365743867
t1,S359,416639,576648,1991,20,-0.461800802
t1,S359,416639,576648,1993,20,-0.392280388
t1,S360,415830,572510,1991,19,0.005991689
t1,S360,415830,572510,1993,24,0.04002084
t1,S361,409211,571575,1991,13,-0.245151546
t1,S361,409211,571575,1993,24,-0.058425015
t1,S362,415740,575180,1991,19,-0.589645276
t1,S362,415740,575180,1993,22,-0.30671685
t1,S363,412886,570711,1991,14,-0.272172433
t1,S363,412886,570711,1993,22,0.198943078
t1,S364,405338,572792,1991,18,0.056594303
t1,S364,405338,572792,1993,20,0.43826813
t1,S365,413394,580227,1991,21,-0.074927757
t1,S365,413394,580227,1993,23,0.038756616
t1,S366,407097,426560,1991,12,-0.133846132
t1,S366,407097,426560,1992,18,0.315665475
t1,S367,433670,575550,1991,7,-0.71679279
t1,S368,424060,573480,1991,13,-0.924220188
t1,S369,434467,573834,1991,10,-0.822293677
t1,S370,410697,564710,1991,27,0.608614619
t1,S370,410697,564710,1992,24,0.48222472
t1,S371,408500,563500,1991,21,0.552845126
t1,S371,408500,563500,1992,21,0.530285239
t1,S372,405195,561938,1991,22,0.690638252
t1,S372,405195,561938,1992,23,0.548802892
t1,S373,390400,573300,1991,25,0.586528739
t1,S373,390400,573300,1993,35,0.559689511
t1,S374,498106,478975,1991,16,-1.087245787
t1,S374,498106,478975,1992,12,-1.05854382
t1,S375,386300,577000,1991,23,0.548729116
t1,S375,386300,577000,1993,28,0.599388983
t1,S376,383720,582951,1991,23,0.813953811
t1,S376,383720,582951,1993,27,0.606751782
t1,S377,382096,583611,1991,26,0.698361819
t1,S377,382096,583611,1993,26,0.391098302
t1,S378,372300,587100,1991,17,0.765199608
t1,S378,372300,587100,1993,23,0.514916177
t1,S379,363199,592909,1991,21,1.154187989
t1,S379,363199,592909,1993,21,1.158096028
t1,S380,433100,564600,1991,6,-0.917041039
t1,S380,433100,564600,1993,10,-0.470202016
t1,S381,426455,565920,1991,5,-0.9422159
t1,S381,426455,565920,1993,8,-0.619521599
t1,S382,438126,370822,1991,10,-0.377646429
t1,S383,425104,557903,1991,4,-0.201015289
t1,S383,425104,557903,1992,3,-0.330838406
t1,S384,425687,556067,1991,7,-0.036680012
t1,S384,425687,556067,1992,12,-0.134176709
t1,S385,418634,560464,1991,14,-0.206641248
t1,S385,418634,560464,1992,15,0.813373773
t1,S386,410024,555602,1991,18,0.269025184
t1,S386,410024,555602,1992,25,-0.004084401
t1,S387,407745,550269,1991,27,0.49528006
t1,S387,407745,550269,1992,23,0.753597509
t1,S388,398333,551395,1991,15,1.036366514
t1,S388,398333,551395,1992,14,0.932565014
t1,S389,414658,556178,1991,15,0.539179364
t1,S390,414639,556156,1991,10,0.089831613
t1,S392,407732,550261,1991,21,0.854027464
t1,S392,407732,550261,1992,20,0.562285836
t1,S393,406100,548900,1991,25,0.951870928
t1,S393,406100,548900,1992,27,0.977353671
t1,S394,395726,549822,1991,22,0.81333985
t1,S394,395726,549822,1992,20,1.188375842
t1,S395,417437,563242,1991,7,-1.123413408
t1,S395,417437,563242,1992,7,-0.937310082
t1,S396,408379,563598,1991,20,0.016911179
t1,S396,408379,563598,1992,16,-0.019620705
t1,S397,405300,561700,1991,22,0.734833655
t1,S398,401911,561450,1991,22,0.818343899
t1,S399,397550,563450,1991,28,0.766367044
t1,S400,391056,565968,1991,16,0.557549335
t1,S400,391056,565968,1992,19,0.669250554
t1,S401,378400,564200,1991,20,0.571575901
t1,S401,378400,564200,1992,21,0.844541487
t1,S402,369922,563239,1991,14,0.812602399
t1,S402,369922,563239,1992,15,1.08298316
t1,S403,371627,546191,1991,14,1.375485772
t1,S403,371627,546191,1992,15,1.202770618
t1,S404,387286,567762,1991,23,0.654024913
t1,S404,387286,567762,1992,24,0.727689889
t1,S405,382996,556656,1991,16,1.018916468
t1,S405,382996,556656,1992,16,0.919670418
t1,S406,379017,558258,1991,11,0.52776354
t1,S406,379017,558258,1992,13,1.288281706
t1,S407,380300,546700,1991,11,1.644443276
t1,S407,380300,546700,1992,16,1.16126725
t1,S408,371305,564240,1991,25,0.527081828
t1,S408,371305,564240,1992,25,0.809211534
t1,S409,369819,563165,1991,18,0.643195372
t1,S409,369819,563165,1992,18,0.437967416
t1,S410,368363,562011,1991,19,0.922999206
t1,S410,368363,562011,1992,21,0.875597938
t1,S411,366757,560503,1991,27,0.642465402
t1,S411,366757,560503,1992,28,0.799121923
t1,S412,371632,546786,1991,11,1.106925277
t1,S412,371632,546786,1992,14,1.018731604
t1,S413,370787,543572,1991,12,1.328749094
t1,S413,370787,543572,1992,15,1.151426993
t1,S414,393179,571450,1991,15,0.014411775
t1,S414,393179,571450,1993,31,0.31009381
t1,S415,392011,573297,1991,15,0.164251895
t1,S415,392011,573297,1993,29,0.41265425
t1,S416,389800,574500,1991,12,0.374959905
t1,S416,389800,574500,1993,26,0.778798377
t1,S417,386137,576535,1991,21,0.978864537
t1,S417,386137,576535,1993,25,0.808167351
t1,S418,384910,578935,1991,11,1.057848626
t1,S418,384910,578935,1993,28,0.758899027
t1,S419,386392,582335,1991,24,0.278396648
t1,S419,386392,582335,1992,17,0.415195879
t1,S420,414258,415787,1991,7,-0.668084611
t1,S420,414258,415787,1992,6,-0.560804847
t1,S420,414258,415787,1993,7,-0.649930707
t1,S421,388800,592600,1991,29,0.187853789
t1,S421,388800,592600,1992,24,0.275278177
t1,S422,376155,602557,1991,28,0.866632258
t1,S422,376155,602557,1992,24,1.008914703
t1,S423,392307,592902,1991,22,-0.090937688
t1,S423,392307,592902,1992,23,0.083232331
t1,S424,393513,592859,1991,24,0.008880353
t1,S424,393513,592859,1992,25,0.372374672
t1,S425,388671,593180,1991,25,0.541129042
t1,S425,388671,593180,1992,19,0.770375691
t1,S426,383795,583108,1991,20,0.575128001
t1,S426,383795,583108,1993,26,0.792255063
t1,S427,378284,584987,1991,16,0.918142193
t1,S427,378284,584987,1993,26,0.762206704
t1,S428,378573,585460,1991,24,0.731723567
t1,S428,378573,585460,1993,23,0.931175869
t1,S429,363153,589225,1991,16,1.136598198
t1,S429,363153,589225,1993,19,1.169088619
t1,S430,428442,552269,1991,18,-0.345466847
t1,S430,428442,552269,1992,22,-0.123319664
t1,S431,429610,547208,1991,18,-0.32994247
t1,S431,429610,547208,1992,16,-0.180680064
t1,S432,428708,541007,1991,26,0.164688269
t1,S432,428708,541007,1992,20,0.078434065
t1,S433,426523,537789,1991,22,0.240528939
t1,S433,426523,537789,1992,21,0.308391403
t1,S434,420952,534353,1991,20,0.326251989
t1,S434,420952,534353,1992,23,0.337369858
t1,S435,421048,530411,1991,19,0.628672058
t1,S435,421048,530411,1992,17,0.569706584
t1,S436,414800,530700,1991,20,0.603595022
t1,S436,414800,530700,1992,20,0.852773052
t1,S437,407446,536852,1991,16,0.982479244
t1,S437,407446,536852,1992,19,1.058783259
t1,S438,395700,538400,1991,15,0.894149676
t1,S438,395700,538400,1992,20,0.794186153
t1,S439,427926,551565,1991,9,0.535444615
t1,S439,427926,551565,1993,4,0.055696179
t1,S440,425700,551500,1991,17,0.411897464
t1,S440,425700,551500,1993,20,0.847846908
t1,S441,428488,551399,1991,4,-0.309599411
t1,S442,433489,549069,1991,12,-0.187636087
t1,S442,433489,549069,1993,14,-0.516956716
t1,S443,433115,552590,1991,6,-0.788678115
t1,S443,433115,552590,1993,9,-0.491005332
t1,S444,427359,549543,1991,9,-0.164424173
t1,S444,427359,549543,1993,8,-0.198223378
t1,S445,427800,548500,1991,2,-0.186704505
t1,S445,427800,548500,1993,7,-0.692974247
t1,S446,429300,541400,1991,8,-0.342336521
t1,S446,429300,541400,1993,15,-0.280957635
t1,S447,432003,541789,1991,19,-0.028786285
t1,S447,432003,541789,1993,22,0.437161152
t1,S448,427171,537897,1991,9,-0.129370111
t1,S448,427171,537897,1993,14,-0.171779084
t1,S449,430294,535091,1991,9,-0.465240083
t1,S449,430294,535091,1993,8,-0.403992959
t1,S450,429754,536686,1991,5,-0.337998141
t1,S450,429754,536686,1993,9,-0.421112917
t1,S451,430293,533509,1991,3,-0.763321711
t1,S451,430293,533509,1993,5,-0.589910156
t1,S452,417827,546316,1991,20,0.356863821
t1,S452,417827,546316,1993,19,0.258365738
t1,S453,416535,546231,1991,27,0.74028977
t1,S453,416535,546231,1993,26,0.588141914
t1,S454,425492,540941,1991,11,0.074420351
t1,S454,425492,540941,1993,19,-0.173079093
t1,S455,419075,541309,1991,21,0.808137141
t1,S455,419075,541309,1993,26,0.386267585
t1,S456,415019,548170,1991,10,-0.151667996
t1,S456,415019,548170,1993,12,0.140769964
t1,S457,423600,535900,1991,15,-0.107030479
t1,S457,423600,535900,1993,24,0.211077601
t1,S458,421924,528363,1991,13,-0.68628726
t1,S458,421924,528363,1993,15,-0.593314764
t1,S459,411425,525420,1991,34,0.656355781
t1,S459,411425,525420,1993,32,0.810617829
t1,S460,418807,525421,1991,22,0.040623973
t1,S460,418807,525421,1993,28,0.063455351
t1,S461,414940,530537,1991,21,0.70667631
t1,S461,414940,530537,1992,29,0.815521534
t1,S462,411030,531965,1991,25,0.846301343
t1,S462,411030,531965,1992,23,0.930688675
t1,S463,410628,536080,1991,22,0.650401581
t1,S463,410628,536080,1992,21,0.547065653
t1,S464,407637,537536,1991,22,1.050275151
t1,S464,407637,537536,1992,23,1.068202038
t1,S465,400548,534979,1991,20,0.955997269
t1,S465,400548,534979,1992,19,1.186295458
t1,S466,398958,539870,1991,13,1.433719289
t1,S466,398958,539870,1992,15,1.032325641
t1,S467,395280,538664,1991,17,1.109460783
t1,S467,395280,538664,1992,17,1.163822404
t1,S468,393400,537900,1991,17,1.307250462
t1,S468,393400,537900,1992,20,1.025048586
t1,S469,407774,452469,1991,25,0.439111794
t1,S469,407774,452469,1992,23,0.799899915
t1,S470,385748,539606,1991,14,1.279053072
t1,S470,385748,539606,1992,14,1.224221204
t1,S471,385733,539454,1991,12,1.002615259
t1,S471,385733,539454,1992,14,0.842125643
t1,S472,441046,548154,1991,4,-0.351268345
t1,S472,441046,548154,1992,2,-0.412479224
t1,S472,441046,548154,1993,5,-0.177334501
t1,S473,434572,511368,1991,17,-0.149556888
t1,S473,434572,511368,1992,16,-0.112001814
t1,S474,431144,510074,1991,20,0.193610075
t1,S474,431144,510074,1992,23,0.03530419
t1,S475,428987,509801,1991,15,0.903078316
t1,S475,428987,509801,1992,28,0.241736782
t1,S476,424829,513590,1991,25,0.533554272
t1,S476,424829,513590,1992,13,0.883697578
t1,S477,417568,516295,1991,14,0.846078775
t1,S477,417568,516295,1992,21,0.65523558
t1,S478,406443,515087,1991,15,1.12799167
t1,S479,399667,523146,1991,21,0.959623693
t1,S479,399667,523146,1993,26,0.973561501
t1,S481,394712,525171,1991,19,1.036783717
t1,S482,393100,526000,1991,21,0.978129775
t1,S482,393100,526000,1993,22,1.050933666
t1,S483,388927,528315,1991,23,0.678578409
t1,S483,388927,528315,1992,23,0.812558858
t1,S483,388927,528315,1993,27,0.838604318
t1,S484,383838,529713,1991,16,0.831385998
t1,S484,383838,529713,1992,25,0.59300045
t1,S484,383838,529713,1993,19,1.232144595
t1,S485,376075,533867,1991,18,0.781372631
t1,S485,376075,533867,1992,18,0.81941151
t1,S485,376075,533867,1993,12,1.361373597
t1,S486,448944,527840,1991,7,-0.302780568
t1,S486,448944,527840,1992,7,-0.657212442
t1,S486,448944,527840,1993,9,-0.51421282
t1,S487,447901,525744,1991,9,-0.423244418
t1,S487,447901,525744,1992,9,-0.66900638
t1,S487,447901,525744,1993,12,-0.632832917
t1,S488,512727,439102,1991,9,-1.031673335
t1,S488,512727,439102,1992,7,-1.07461086
t1,S489,443707,523478,1991,9,-0.495840379
t1,S489,443707,523478,1992,13,-0.328026412
t1,S489,443707,523478,1993,12,-0.669069788
t1,S490,436923,525311,1991,6,-0.340289081
t1,S490,436923,525311,1992,6,-0.417910161
t1,S490,436923,525311,1993,2,0.120091449
t1,S491,443051,518646,1991,12,-0.533852594
t1,S491,443051,518646,1992,9,-0.692755713
t1,S492,446387,515099,1991,9,-0.580186794
t1,S492,446387,515099,1993,7,-0.609041974
t1,S493,428922,509161,1991,21,-0.5371863
t1,S493,428922,509161,1992,22,-0.203200825
t1,S494,429447,519468,1991,4,-0.604621751
t1,S494,429447,519468,1992,7,-0.607762232
t1,S495,428906,523271,1991,11,-0.571111983
t1,S495,428906,523271,1992,10,-0.847377039
t1,S496,428945,398061,1991,9,-0.783515614
t1,S496,428945,398061,1992,11,-0.753576679
