time,site,easting,northing,Year,richness,ca1.score
t1,S3911,298360,86270,1991,20,-0.196806845
t1,S3911,298360,86270,1993,21,-0.041567582
t1,S3912,399958,463274,1992,23,0.57745755
t1,S3913,297450,101380,1991,26,-0.439027816
t1,S3913,297450,101380,1993,21,-0.143234883
t1,S3914,252570,111050,1992,28,0.584818181
t1,S3915,254800,112850,1992,20,0.491284114
t1,S3916,252190,117140,1992,28,0.484919829
t1,S3917,221600,118300,1993,28,0.860110716
t1,S3918,234920,117870,1992,31,0.56082775
t1,S3919,440393,407004,1991,5,-0.766528334
t1,S3919,440393,407004,1992,8,-0.935979704
t1,S3920,247310,120890,1991,21,0.67993861
t1,S3920,247310,120890,1992,29,0.584474024
t1,S3921,258980,95100,1992,26,1.134519298
t1,S3922,241370,108120,1992,33,0.400496244
t1,S3923,258500,94350,1992,16,0.986236922
t1,S3924,274120,147850,1993,23,1.258229907
t1,S3925,285250,99100,1991,25,0.485792638
t1,S3925,285250,99100,1993,25,0.563559906
t1,S3926,295480,76790,1991,28,0.164724554
t1,S3926,295480,76790,1993,23,0.341263261
t1,S3927,279300,147280,1993,29,0.717161615
t1,S3928,254700,111290,1991,27,0.616230752
t1,S3928,254700,111290,1992,32,0.436752083
t1,S3928,254700,111290,1993,17,0.605097096
t1,S3929,243950,122420,1992,33,0.588855255
t1,S3930,244910,122930,1992,33,0.663806048
t1,S3931,242730,123170,1992,36,0.540278941
t1,S3932,223830,124880,1993,27,0.779128287
t1,S3933,298800,128900,1993,23,0.848523221
t1,S3934,242200,109410,1991,26,0.596361041
t1,S3934,242200,109410,1992,35,0.370432645
t1,S3937,257980,146920,1991,20,0.53033832
t1,S3937,257980,146920,1993,26,0.830366421
t1,S3939,271850,148430,1993,23,1.023549956
t1,S3940,407221,452861,1992,20,0.574961947
t1,S3941,275020,108770,1992,25,0.577490055
t1,S3942,259500,125370,1992,25,0.207775487
t1,S3943,430904,445964,1992,27,0.1732873
t1,S3944,266080,113400,1992,27,0.568132681
t1,S3945,267050,113750,1992,29,0.723932574
t1,S3946,258300,125920,1992,25,0.375381579
t1,S3947,255030,134270,1992,28,0.542281706
t1,S3948,249030,135600,1992,23,0.204744924
t1,S3949,248870,137200,1992,20,0.619874291
t1,S3950,431203,410092,1991,13,-0.462499284
t1,S3950,431203,410092,1992,9,-0.549732703
t1,S3952,265750,115600,1992,32,0.515674613
t1,S3953,259580,135700,1992,29,0.799296053
t1,S3954,396821,472367,1992,24,0.902736783
t1,S3955,270000,109530,1991,21,0.426584878
t1,S3955,270000,109530,1992,31,0.101135212
t1,S3956,261200,136580,1992,27,1.029280787
t1,S3957,269670,132650,1992,27,0.895750809
t1,S3958,267570,123030,1992,26,0.643934594
t1,S3959,275820,123070,1992,29,0.587879647
t1,S3960,266600,118420,1992,26,0.774207309
t1,S3961,272500,122570,1992,25,0.425849097
t1,S3962,274400,129800,1992,28,0.77423138
t1,S3963,253100,100700,1991,28,0.663908074
t1,S3963,253100,100700,1992,29,0.738958077
t1,S3964,256900,105900,1991,25,0.63623813
t1,S3964,256900,105900,1992,27,0.735444061
t1,S3965,259200,101690,1991,24,0.530955908
t1,S3965,259200,101690,1992,30,0.626047511
t1,S3966,248900,101680,1991,19,0.521159724
t1,S3966,248900,101680,1992,23,0.757939661
t1,S3967,253180,105150,1991,22,0.836333575
t1,S3967,253180,105150,1992,31,0.591206614
t1,S3968,251400,100790,1991,29,0.749412108
t1,S3968,251400,100790,1992,30,0.631887477
t1,S3969,250756,99026,1991,31,0.512953701
t1,S3969,250756,99026,1992,30,0.592124929
t1,S3970,267270,106490,1991,19,0.491186714
t1,S3970,267270,106490,1992,24,0.494093826
t1,S3974,429107,406450,1992,14,0.03885804
t1,S3975,271420,109290,1991,24,0.345086096
t1,S3975,271420,109290,1992,28,0.326215779
t1,S3976,272040,126530,1991,24,0.416652122
t1,S3976,272040,126530,1992,28,0.570636803
t1,S3977,274030,125350,1992,29,0.681291697
t1,S3978,265110,102800,1991,19,0.288186775
t1,S3978,265110,102800,1992,25,0.321535787
t1,S3979,433419,408865,1991,8,-0.520687357
t1,S3979,433419,408865,1992,8,-1.166101146
t1,S3980,429541,408874,1992,16,-0.308382459
t1,S3981,430043,407563,1992,20,-0.236208914
t2,S1,413723,448162,2004,22,-0.03144576
t2,S1,413723,448162,2005,17,0.389255008
t2,S1,413723,448162,2006,21,0.258840518
t2,S2,437586,393579,2004,9,-0.466092808
t2,S3,211100,80160,2005,31,0.5539477
t2,S4,210430,82780,2005,28,0.778994701
t2,S5,188380,61560,2006,29,0.527652543
t2,S6,201640,72020,2005,25,0.537252156
t2,S7,207170,80530,2004,36,0.484184043
t2,S8,208900,73900,2004,22,0.890463999
t2,S9,204330,67270,2004,16,0.129283365
t2,S11,206580,71500,2004,26,0.94056969
t2,S12,209790,80550,2005,25,0.739967126
t2,S13,183760,57090,2004,14,0.800655869
t2,S14,183000,59280,2004,29,0.652684217
t2,S14,183000,59280,2005,32,0.625876017
t2,S15,187320,65920,2004,27,0.515719346
t2,S16,201570,67770,2006,29,0.712186311
t2,S17,425556,403330,2006,13,0.004162545
t2,S18,199830,75280,2004,21,0.381704365
t2,S19,210170,91210,2005,29,1.031026794
t2,S20,220260,111690,2006,33,0.466581063
t2,S21,221870,103780,2004,30,0.196247646
t2,S22,221236,104761,2004,30,0.290509331
t2,S23,223454,100988,2004,31,0.534588903
t2,S24,221730,103340,2006,30,0.368760281
t2,S25,398353,450085,2005,26,0.046085985
t2,S26,347081,176141,2005,17,-0.981624517
t2,S27,348699,160771,2005,25,0.243408134
t2,S28,346696,162093,2004,31,0.003209259
t2,S28,346696,162093,2005,27,-0.041843406
t2,S29,395850,82389,2004,19,0.145121507
t2,S29,395850,82389,2005,28,-0.037782255
t2,S29,395850,82389,2006,25,-0.094601702
t2,S30,343300,118630,2006,14,-0.699705386
t2,S31,335880,121915,2004,22,0.101786756
t2,S32,344530,118690,2005,24,-0.630444251
t2,S33,346059,114461,2004,17,-0.560090524
t2,S34,344380,112130,2006,23,-0.07587943
t2,S35,357310,116000,2005,25,-0.311397111
t2,S35,357310,116000,2006,30,-0.469417298
t2,S36,335830,119580,2006,25,-0.486937292
t2,S37,363012,126466,2004,22,0.218202396
t2,S38,355550,111703,2004,26,-0.163938346
t2,S38,355550,111703,2005,26,-0.153606356
t2,S38,355550,111703,2006,28,-0.377952935
t2,S39,356534,123916,2004,25,-0.189746515
t2,S40,354271,108025,2006,22,0.47713641
t2,S41,352600,105900,2005,20,0.561980899
t2,S42,352014,105509,2005,25,0.70296094
t2,S43,360253,113774,2005,25,-0.234896038
t2,S43,360253,113774,2006,22,-0.333993288
t2,S44,334053,111242,2005,33,-0.349734274
t2,S45,348160,130710,2006,22,-0.733891171
t2,S47,331030,132550,2005,14,-0.616552274
t2,S48,329740,132860,2004,24,0.547410461
t2,S49,326261,136317,2006,20,0.072571817
t2,S50,320657,144168,2005,26,-0.206770183
t2,S51,331690,110760,2004,29,0.320594519
t2,S52,336550,116610,2005,29,-0.346873883
t2,S53,447739,409988,2005,18,-0.468844758
t2,S54,446859,411160,2004,12,-1.114356228
t2,S55,456595,418686,2005,16,-0.59062245
t2,S56,438873,392793,2006,13,-0.037047676
t2,S57,305140,125348,2004,28,0.60522225
t2,S57,305140,125348,2005,29,0.700615782
t2,S58,318170,123750,2004,29,-0.079823681
t2,S59,390178,462294,2004,24,0.64417988
t2,S59,390178,462294,2005,30,0.521026801
t2,S59,390178,462294,2006,27,0.504370004
t2,S60,316967,122690,2006,30,-0.271514453
t2,S61,314350,122300,2004,25,-0.165837585
t2,S62,305266,128480,2004,28,0.722670638
t2,S62,305266,128480,2005,35,0.548978117
t2,S63,312680,121450,2005,24,0.402692103
t2,S64,320680,125010,2004,22,-0.146399344
t2,S64,320680,125010,2006,28,0.132359105
t2,S65,324893,125717,2004,28,-0.311822372
t2,S65,324893,125717,2005,23,0.046452863
t2,S65,324893,125717,2006,23,-0.18860564
t2,S66,319101,128054,2006,27,-0.167675758
t2,S67,325000,123430,2004,22,-0.067453339
t2,S68,394209,454392,2004,26,0.380834404
t2,S68,394209,454392,2005,20,0.501200604
t2,S68,394209,454392,2006,21,0.504418424
t2,S69,392634,449867,2004,22,0.053324731
t2,S70,400626,453195,2006,20,0.296035397
t2,S71,209980,63600,2006,33,0.546626929
t2,S72,215100,55560,2004,30,0.938556282
t2,S73,215610,53150,2006,30,0.601622108
t2,S74,218420,67990,2006,26,0.573252253
t2,S75,489244,479662,2004,22,-0.30245378
t2,S75,489244,479662,2005,25,-0.465766397
t2,S76,222790,69910,2005,26,0.693803684
t2,S76,222790,69910,2006,33,0.281013452
t2,S78,211100,64440,2004,24,0.772041041
t2,S79,217660,64880,2005,27,0.578591996
t2,S79,217660,64880,2006,28,0.78341121
t2,S80,215830,68100,2004,26,1.204726422
t2,S81,222810,68980,2005,26,0.80816545
t2,S81,222810,68980,2006,30,0.597711667
t2,S82,220660,74400,2006,24,0.93275333
t2,S83,447516,374587,2004,14,0.047439616
t2,S84,214320,57340,2005,33,0.617904856
t2,S85,210760,61320,2006,25,0.638313066
t2,S86,223000,55620,2004,26,0.958121842
t2,S87,228780,61640,2004,16,0.648411051
t2,S88,220730,50980,2004,30,0.835504606
t2,S89,226390,69480,2005,9,0.982836883
t2,S90,446058,382109,2004,9,-0.890860782
t2,S91,232150,70070,2004,24,0.897562258
t2,S92,445503,394530,2005,8,-0.169744195
t2,S94,249060,70890,2004,26,0.653665646
t2,S95,255100,75120,2004,23,1.052631361
t2,S95,255100,75120,2006,17,0.990769591
t2,S96,246650,71780,2006,33,0.506639087
t2,S97,255660,60090,2006,10,0.263335989
t2,S99,253383,63669,2006,24,0.994652191
t2,S100,252810,56580,2004,11,0.446760869
t2,S101,247690,68110,2004,27,0.502499744
t2,S102,256750,69270,2004,24,1.206904545
t2,S104,226290,77820,2004,31,0.81376691
t2,S105,234610,59600,2006,30,0.680010995
t2,S106,233941,68831,2006,28,0.226031853
t2,S107,226100,77200,2004,23,1.032420137
t2,S108,238320,61390,2004,31,0.690580374
t2,S109,250550,76800,2004,19,0.71022951
t2,S109,250550,76800,2005,23,0.54851419
t2,S110,445389,392717,2005,17,0.200609068
t2,S112,261510,61020,2006,24,1.167867875
t2,S113,252650,65590,2005,31,0.744857049
t2,S114,252083,58639,2005,25,0.640549499
t2,S116,437160,371488,2006,14,-0.217036716
t2,S117,164980,41970,2004,7,0.598698053
t2,S118,160630,41050,2004,20,0.86574718
t2,S118,160630,41050,2006,22,0.419184631
t2,S119,154930,35070,2005,18,0.415588266
t2,S120,140080,22950,2006,24,0.475530451
t2,S121,150340,34940,2005,21,0.802779342
t2,S122,142310,29810,2006,21,0.718044152
t2,S123,447039,397169,2005,19,-0.005685895
t2,S124,148120,31130,2006,26,0.666190875
t2,S125,163252,42173,2004,7,0.173509664
t2,S127,166920,39180,2004,20,0.681815453
t2,S128,176807,58689,2006,28,0.455441468
t2,S129,175570,53950,2005,19,0.520081636
t2,S130,167080,44950,2004,4,0.125831783
t2,S131,162980,42380,2004,21,-0.07808183
t2,S132,165790,29120,2005,21,0.817830718
t2,S133,145000,24160,2004,19,0.726627231
t2,S134,168280,31440,2006,24,0.469998875
t2,S135,444790,379353,2005,19,-0.026104098
t2,S136,146090,29140,2004,21,0.516510513
t2,S137,143410,30070,2004,25,0.710503507
t2,S137,143410,30070,2006,27,0.765347642
t2,S138,144600,29100,2004,26,0.664466216
t2,S139,339322,95939,2004,21,-0.183904536
t2,S139,339322,95939,2005,19,-0.013215594
t2,S139,339322,95939,2006,15,-0.402467801
t2,S140,443739,374030,2005,21,-1.037857477
t2,S141,345920,92882,2004,22,-0.588574019
t2,S142,348715,94134,2004,24,0.019690903
t2,S143,346214,92871,2004,30,0.019310575
t2,S143,346214,92871,2005,31,0.141882274
t2,S144,347393,93101,2004,19,-0.066439058
t2,S144,347393,93101,2005,23,-0.283151363
t2,S145,440060,366098,2006,9,-0.04755026
t2,S146,366614,84221,2005,25,0.350025499
t2,S147,366200,82400,2005,32,-0.28026241
t2,S148,346468,92079,2005,31,-0.214787316
t2,S149,366471,81319,2004,23,-0.076428243
t2,S149,366471,81319,2005,25,0.105580886
t2,S149,366471,81319,2006,26,-0.225971763
t2,S150,366576,83640,2004,23,-0.271301317
t2,S150,366576,83640,2005,18,-0.319793056
t2,S151,353082,89782,2005,25,0.112220764
t2,S152,355238,89756,2004,29,-0.050986759
t2,S153,308393,141394,2004,25,0.164759442
t2,S154,289901,147686,2004,28,0.939287807
t2,S155,290080,147570,2004,31,0.317495596
t2,S156,305754,142515,2004,25,0.51210692
t2,S156,305754,142515,2005,30,0.387696118
t2,S156,305754,142515,2006,31,0.737283776
t2,S157,298430,143250,2004,28,0.72581537
t2,S157,298430,143250,2005,29,0.951931246
t2,S158,403980,460867,2004,28,0.611944731
t2,S158,403980,460867,2006,21,0.635901969
t2,S159,442637,385457,2004,11,-0.479061928
t2,S160,447743,396393,2004,20,0.294145574
t2,S161,403409,437977,2004,22,0.981464659
t2,S161,403409,437977,2005,14,0.684422439
t2,S161,403409,437977,2006,21,0.783068317
t2,S162,406233,440777,2004,20,0.646230209
t2,S163,423797,431404,2005,13,0.366928327
t2,S164,452878,428643,2004,8,-1.018992349
t2,S165,443128,427798,2006,6,-0.403884251
t2,S166,393344,421454,2004,18,0.917579661
t2,S166,393344,421454,2005,14,1.210663777
t2,S167,398954,427160,2004,11,-0.127469446
t2,S168,395840,431350,2004,20,0.894722006
t2,S168,395840,431350,2005,14,1.200951602
t2,S168,395840,431350,2006,16,1.260418186
t2,S169,395899,431437,2004,23,0.822329855
t2,S169,395899,431437,2005,21,0.823465304
t2,S169,395899,431437,2006,22,0.814355651
t2,S170,398904,429269,2004,17,1.158301749
t2,S170,398904,429269,2006,17,1.100226721
t2,S171,405979,423519,2004,17,0.327561853
t2,S172,399870,423174,2004,18,1.038828153
t2,S172,399870,423174,2005,21,0.967339975
t2,S172,399870,423174,2006,18,0.962509564
t2,S173,429257,398660,2005,15,-0.093898462
t2,S174,410007,421504,2005,13,-0.109467666
t2,S175,404783,411544,2006,14,0.879053613
t2,S176,415792,402415,2004,22,0.507204929
t2,S176,415792,402415,2005,12,0.519981022
t2,S177,417918,416123,2004,11,0.271428343
t2,S178,413806,407879,2006,11,-0.145529929
t2,S179,432562,404750,2004,12,-0.530998144
t2,S179,432562,404750,2006,10,-0.675996487
t2,S180,432541,404055,2006,13,0.434736387
t2,S181,433805,401914,2006,8,-0.347791417
t2,S182,424101,420339,2004,7,-0.37855825
t2,S183,441793,403816,2005,15,-0.205754779
t2,S184,427281,402086,2004,17,-0.193858586
t2,S184,427281,402086,2005,14,-0.102327104
t2,S184,427281,402086,2006,14,-0.166854341
t2,S185,419786,400611,2004,16,0.774256808
t2,S185,419786,400611,2005,18,0.78382282
t2,S185,419786,400611,2006,17,0.805973875
t2,S186,426282,391803,2005,21,0.508449337
t2,S187,429878,389521,2004,13,0.312817914
t2,S187,429878,389521,2005,13,0.29646239
t2,S187,429878,389521,2006,16,0.262383379
t2,S188,421974,408225,2006,25,1.031595566
t2,S189,426601,411873,2004,14,-0.375487208
t2,S190,442772,403380,2005,16,-0.407228801
t2,S191,430431,385004,2004,25,0.494557249
t2,S192,457728,431581,2005,19,-1.283379846
t2,S193,470657,481383,2005,32,0.445266779
t2,S194,398468,450281,2005,19,-0.153549013
t2,S195,403649,437983,2005,16,0.543727103
t2,S196,434838,370627,2004,20,0.140543411
t2,S196,434838,370627,2006,22,0.609846964
t2,S197,435690,370258,2006,19,0.757808727
t2,S198,447382,374849,2006,17,-0.334706512
t2,S199,437262,374961,2005,8,-0.243847465
t2,S200,445892,363280,2005,17,0.081288455
t2,S201,445992,367302,2006,17,-0.516012016
t2,S202,446820,411713,2006,16,-0.237571695
t2,S203,456592,417550,2005,15,-0.625642922
t2,S204,442640,418740,2004,8,-0.48383877
t2,S204,442640,418740,2005,11,-0.943852788
t2,S204,442640,418740,2006,10,-0.794115787
t2,S205,401203,425864,2006,20,1.01179553
t2,S206,407857,442004,2004,18,-0.142297979
t2,S207,435637,430013,2006,11,-0.404000868
t2,S208,432782,431256,2004,8,-0.943340832
t2,S209,413981,438225,2004,14,-0.399266717
t2,S209,413981,438225,2005,17,-0.421933987
t2,S209,413981,438225,2006,16,-0.456380062
t2,S210,460606,451392,2006,9,-1.411285203
t2,S211,502908,457168,2004,15,-1.051059947
t2,S211,502908,457168,2005,9,-1.020448672
t2,S212,458284,469502,2005,22,-0.29735864
t2,S213,448562,443688,2004,28,-0.060295893
t2,S213,448562,443688,2006,30,-0.220854429
t2,S214,436137,444039,2004,12,-0.083897294
t2,S215,496174,479551,2004,25,-0.290634519
t2,S215,496174,479551,2006,28,-0.3069293
t2,S216,481303,445385,2006,27,-0.157252537
t2,S217,485169,448264,2004,30,0.169139252
t2,S217,485169,448264,2005,18,-0.143100132
t2,S217,485169,448264,2006,29,0.21268955
t2,S218,480015,445697,2004,11,-0.635986303
t2,S218,480015,445697,2005,16,-0.218337428
t2,S219,473166,450619,2006,12,-0.751480999
t2,S220,457390,484236,2006,25,0.811925977
t2,S221,403500,512173,2006,23,0.594122025
t2,S222,404483,516648,2005,23,0.601859213
t2,S223,429700,527700,2005,10,-0.504046201
t2,S224,429218,515643,2005,22,-0.394302532
t2,S225,428432,521716,2004,15,-0.589236812
t2,S226,437290,375044,2005,11,-0.288144264
t2,S227,445557,509379,2005,22,0.049951853
t2,S227,445557,509379,2006,16,0.213763364
t2,S228,451985,507740,2004,12,-0.196923746
t2,S228,451985,507740,2005,16,-0.184138544
t2,S228,451985,507740,2006,16,0.174532639
t2,S229,455189,510137,2004,22,0.034983431
t2,S230,461768,517529,2006,16,-0.395858598
t2,S231,415821,433021,2004,16,-0.251992449
t2,S232,415850,433003,2006,13,-0.0651634
t2,S233,403354,435516,2004,27,0.517483984
t2,S233,403354,435516,2005,20,0.328544314
t2,S233,403354,435516,2006,19,0.388865202
t2,S234,450212,410654,2006,10,-0.484282777
t2,S235,419129,440171,2004,15,0.018308929
t2,S236,394192,455921,2004,24,0.254906898
t2,S236,394192,455921,2005,20,0.325070918
t2,S236,394192,455921,2006,20,0.293574878
t2,S237,415434,441579,2004,21,-0.049367154
t2,S237,415434,441579,2005,26,0.411343634
t2,S237,415434,441579,2006,23,0.347295835
t2,S238,395328,445917,2005,21,0.511280728
t2,S239,428220,437315,2004,25,0.044905165
t2,S239,428220,437315,2005,14,-0.455048614
t2,S240,430163,435590,2004,21,-0.005783132
t2,S241,413838,433211,2006,18,0.312132769
t2,S242,390181,445312,2005,23,0.376203257
t2,S243,436598,428060,2005,6,-0.262268247
t2,S244,403929,445236,2004,18,-0.058221398
t2,S244,403929,445236,2005,19,0.490252058
t2,S244,403929,445236,2006,16,0.421894501
t2,S245,420916,432654,2005,15,-0.385529704
t2,S246,415829,433013,2005,9,-0.705267412
t2,S248,402731,425902,2006,9,0.587085303
t2,S249,395122,424474,2006,11,0.537125107
t2,S250,417679,420549,2006,10,-0.091631827
t2,S251,439488,424523,2006,8,-0.759694071
t2,S252,414897,423134,2005,24,0.407413696
t2,S253,413119,407368,2004,17,0.46435408
t2,S253,413119,407368,2005,14,0.259070632
t2,S253,413119,407368,2006,18,0.400890092
t2,S254,415093,410872,2005,7,0.23471735
t2,S255,413961,412554,2006,15,-0.428035868
t2,S256,434752,418965,2004,8,-0.841944335
t2,S257,501881,456768,2004,22,-0.252417823
t2,S257,501881,456768,2005,20,-0.0706663
t2,S257,501881,456768,2006,17,-0.063041955
t2,S258,394173,420668,2006,14,0.554355412
t2,S259,439376,387203,2004,11,-0.500615462
t2,S260,433149,390658,2004,13,-0.170709328
t2,S261,437421,389041,2005,16,-0.032809016
t2,S262,466258,506161,2004,16,0.848241187
t2,S262,466258,506161,2005,16,0.822479651
t2,S263,457054,409145,2006,10,-0.718430339
t2,S265,444282,377022,2006,11,-0.554307607
t2,S266,439057,366595,2006,28,0.361298525
t2,S267,447186,383837,2005,13,-0.392920176
t2,S268,501920,456084,2004,21,-0.267919816
t2,S268,501920,456084,2006,12,0.243261493
t2,S269,504388,444158,2004,19,-0.945716077
t2,S270,476254,507615,2004,24,0.450988152
t2,S271,504943,450745,2004,11,-1.084762372
t2,S272,506199,453789,2004,20,-0.493751616
t2,S272,506199,453789,2006,14,-0.583737363
t2,S273,428700,523200,2005,11,-0.753329394
t2,S274,486842,508170,2004,26,0.483617062
t2,S275,435481,490676,2004,12,-0.695495497
t2,S275,435481,490676,2005,19,-0.657160155
t2,S275,435481,490676,2006,15,-0.897228101
t2,S276,429836,395522,2004,25,0.495982514
t2,S276,429836,395522,2006,19,0.640481977
t2,S277,404048,419773,2004,19,0.713432135
t2,S277,404048,419773,2005,21,0.624102629
t2,S277,404048,419773,2006,23,0.197745153
t2,S279,404696,411681,2004,20,0.861651665
t2,S279,404696,411681,2005,14,0.994241001
t2,S279,404696,411681,2006,17,0.826121762
t2,S280,403623,434379,2004,19,-0.019529662
t2,S280,403623,434379,2005,13,0.22596824
t2,S280,403623,434379,2006,17,0.070783787
t2,S281,463302,460990,2004,25,-1.246154202
t2,S283,406307,429955,2004,19,0.663071123
t2,S283,406307,429955,2005,17,0.845219631
t2,S283,406307,429955,2006,20,0.548821378
t2,S284,397301,430659,2004,22,1.199862185
t2,S284,397301,430659,2005,22,0.951306721
t2,S284,397301,430659,2006,24,0.977527883
t2,S285,428979,387126,2004,24,0.285455108
t2,S285,428979,387126,2005,23,0.49481661
t2,S285,428979,387126,2006,22,0.731320818
t2,S286,411739,406782,2004,17,0.834132872
t2,S287,411985,406578,2004,20,0.641754299
t2,S287,411985,406578,2005,17,0.395404004
t2,S287,411985,406578,2006,22,0.517625498
t2,S288,429126,395638,2004,23,0.749383452
t2,S288,429126,395638,2005,20,0.618931028
t2,S288,429126,395638,2006,18,0.632334815
t2,S289,397549,422740,2004,12,1.048128312
t2,S289,397549,422740,2005,13,1.041435346
t2,S289,397549,422740,2006,11,1.168330957
t2,S290,391879,423591,2004,9,1.035765684
t2,S290,391879,423591,2005,4,0.083361481
t2,S290,391879,423591,2006,10,0.461208833
t2,S291,391911,423488,2004,15,0.820201741
t2,S291,391911,423488,2005,8,0.20171102
t2,S291,391911,423488,2006,12,1.203298903
t2,S292,400677,437362,2004,24,0.78440759
t2,S292,400677,437362,2005,25,0.821450684
t2,S292,400677,437362,2006,16,0.687937056
t2,S293,391601,423450,2004,16,1.047282658
t2,S293,391601,423450,2005,17,1.046382526
t2,S293,391601,423450,2006,14,1.0802803
t2,S294,414511,407622,2004,15,-0.024711667
t2,S294,414511,407622,2005,19,-0.011126484
t2,S294,414511,407622,2006,16,0.000276335
t2,S295,412471,406960,2004,23,0.660807105
t2,S295,412471,406960,2005,17,0.503507432
t2,S295,412471,406960,2006,19,0.646289096
t2,S296,442195,395814,2005,11,-0.593125757
t2,S297,395706,652580,2004,27,-0.00112193
t2,S298,392693,639601,2006,27,0.247069533
t2,S299,399839,630792,2005,22,0.304953896
t2,S299,399839,630792,2006,29,0.492398492
t2,S300,406096,628491,2004,22,0.571506571
t2,S300,406096,628491,2005,29,0.419027544
t2,S300,406096,628491,2006,26,0.398588042
t2,S301,407658,620380,2005,17,0.834306328
t2,S301,407658,620380,2006,23,0.597795727
t2,S302,395497,630203,2004,26,0.286735926
t2,S302,395497,630203,2005,25,0.666171197
t2,S302,395497,630203,2006,26,0.609547892
t2,S303,386199,633416,2004,23,0.421398514
t2,S303,386199,633416,2005,22,0.569526963
t2,S303,386199,633416,2006,24,0.585981551
t2,S304,389603,628082,2004,21,1.114677895
t2,S305,399730,624800,2005,21,1.032961621
t2,S305,399730,624800,2006,24,1.039339074
t2,S306,404330,633308,2006,19,0.351124507
t2,S307,402761,624217,2005,19,0.867517718
t2,S308,404700,623400,2006,19,0.867549439
t2,S309,400200,645000,2004,21,-0.266150957
t2,S310,400700,643200,2006,24,0.326245553
t2,S311,411934,636344,2004,21,0.20398512
t2,S312,411199,633599,2005,14,-0.270447053
t2,S313,411933,636362,2004,18,-0.011135688
t2,S314,421301,627705,2004,21,-0.209898815
t2,S315,422600,621400,2005,22,0.179955043
t2,S316,425000,617300,2005,19,0.064628419
t2,S317,421437,612699,2004,26,-0.128945188
t2,S317,421437,612699,2005,21,0.157139831
t2,S317,421437,612699,2006,21,0.055744497
t2,S318,408766,612379,2006,19,0.027527527
t2,S319,415186,617750,2005,21,0.764589524
t2,S320,414562,616919,2005,20,0.689986378
t2,S321,411970,612196,2004,25,0.544957031
t2,S322,516608,467542,2004,5,-0.851432989
t2,S322,516608,467542,2005,17,-0.234411396
t2,S323,423603,604966,2004,28,0.03531867
t2,S323,423603,604966,2005,21,0.250865585
t2,S323,423603,604966,2006,28,0.10476325
t2,S324,418500,600300,2005,20,0.689772988
t2,S324,418500,600300,2006,22,0.240153133
t2,S325,410108,599455,2004,31,0.213291266
t2,S325,410108,599455,2006,27,0.315002491
t2,S326,398144,600209,2006,23,0.957518594
t2,S327,392521,605556,2005,20,0.767709504
t2,S327,392521,605556,2006,26,0.591690505
t2,S328,386988,608282,2004,22,0.58313637
t2,S329,423508,606802,2004,18,0.236095869
t2,S329,423508,606802,2006,20,0.047523509
t2,S330,420305,602918,2005,9,-0.27690435
t2,S330,420305,602918,2006,20,0.077981689
t2,S331,419256,599715,2005,22,0.060331645
t2,S331,419256,599715,2006,19,0.089269239
t2,S332,418000,596900,2006,20,0.343910518
t2,S333,415695,601314,2006,22,0.892045678
t2,S334,409866,598928,2005,22,0.811155525
t2,S334,409866,598928,2006,16,0.629656719
t2,S335,403042,602202,2006,26,0.28841353
t2,S337,392218,605985,2005,22,0.971104097
t2,S338,388648,607763,2005,21,0.979651713
t2,S339,425100,598700,2005,13,-0.320266046
t2,S340,424714,598200,2006,15,-0.439365932
t2,S341,423858,592686,2005,16,-0.392854403
t2,S341,423858,592686,2006,13,-0.314424506
t2,S342,424102,586510,2006,21,0.340837805
t2,S343,420141,585850,2005,23,0.447981089
t2,S343,420141,585850,2006,26,0.47057827
t2,S344,410360,438446,2004,19,0.622514717
t2,S344,410360,438446,2005,21,0.05117804
t2,S344,410360,438446,2006,13,-0.07457492
t2,S345,405300,584100,2005,25,0.344113266
t2,S345,405300,584100,2006,25,0.161770714
t2,S346,423885,586758,2004,9,-0.758035505
t2,S347,419016,587118,2006,12,-0.803476981
t2,S348,417218,586168,2005,27,0.546952656
t2,S348,417218,586168,2006,26,0.559661811
t2,S349,403500,593800,2005,20,0.999338225
t2,S350,403200,593600,2006,20,0.90284613
t2,S351,409151,586008,2006,27,0.37525745
t2,S352,446310,374263,2006,8,-0.340651367
t2,S353,426684,581394,2004,28,-0.074596454
t2,S354,419027,577652,2006,24,0.061155656
t2,S355,415585,577291,2005,24,0.198302979
t2,S355,415585,577291,2006,25,0.266113918
t2,S356,427373,584122,2005,12,-0.289061846
t2,S357,422329,584024,2004,19,-0.091546552
t2,S358,409936,423059,2005,10,0.059416288
t2,S359,416639,576648,2005,20,-0.104157127
t2,S359,416639,576648,2006,23,-0.113418584
t2,S360,415830,572510,2006,25,0.040333388
t2,S361,409211,571575,2004,25,0.144225068
t2,S362,415740,575180,2005,23,-0.261784896
t2,S363,412886,570711,2005,17,0.122370096
t2,S364,405338,572792,2005,26,-0.013102552
t2,S365,413394,580227,2005,21,0.153074904
t2,S366,407097,426560,2006,13,0.386027635
t2,S367,433670,575550,2004,18,-0.402013793
t2,S367,433670,575550,2005,18,-0.396486884
t2,S368,424060,573480,2004,11,-0.65300867
t2,S369,434467,573834,2005,17,-0.429579761
t2,S370,410697,564710,2005,21,0.595247564
t2,S370,410697,564710,2006,24,0.274989495
t2,S371,408500,563500,2005,23,0.429826549
