site,easting,northing,year,pH,temperature,BOD,nitrate,phosphate,arable,imp.grass,urban,scaled.med.discharge,richness,ca1.score
S1275,275961,238968,2000,6.8,10,0.8,0.865,0.0095,0,25,0,0.03343399,23,0.8716635
S1275,275961,238968,2004,7.07,10.665,0.5,1.355,0.004,0,25,0,0.01861519,12,1.267498566
S1290,200575,234853,2000,7.35,11.5,0.65,2.255,0.01,0,74.19355,0,0.02476038,28,0.670733747
S1290,200575,234853,2005,7.315,10.52,1,2.375,0.015,0,74.19355,0,0.02699681,28,0.699783376
S1298,225200,239950,2000,7.3,11,0.85,2.715,0.015,1.282051,98.71795,0,0.02398165,24,1.187633992
S1298,225200,239950,2004,7.865,9.175,1.2,2.42,0.01,1.282051,98.71795,0,0.01318823,34,0.805849707
S1301,244534,240739,2004,7.69,8.89,1.3,2.73,0.01,0,98.27586,0,0.01276275,28,0.464812547
S1301,244534,240739,2007,7.31,11.54,0.25,3.73,0.02,0,98.27586,0,0.01988235,28,0.804150995
S1304,262637,213378,2000,8.1,10,1.5,0.48,0.009,0,40,0,0.02790948,16,0.781645547
S1304,262637,213378,2002,8.06,9.785,1.15,0.465,0.02,0,40,0,0.02543103,23,0.857892492
S1304,262637,213378,2005,8.04,9.975,0.9,0.48,0.015,0,40,0,0.02262931,21,0.870371078
S1304,262637,213378,2008,8.21,9.28,0.25,0.465,0.25,0,40,0,0.02521552,18,0.85917009
S1321,252865,269667,2003,7.52,13.06,1,2.02,0.03,0,96.66667,0,0.01118227,24,0.587515395
S1321,252865,269667,2006,7.44,11.78,1.2,3.15,0.05,0,96.66667,0,0.009482759,23,0.832094821
S1322,262371,281007,2000,6.9,13,0.7,0.83,0.003,0.5555556,14.44444,0,0.03734212,9,0.783632606
S1328,258813,278755,1991,7.1,12,1.1,1.692,0.25,0,50.5814,0,0.01420991,20,0.972699416
S1328,258813,278755,2000,7.3,10.25,0.9,1.805,0.01,0,50.5814,0,0.02178656,20,0.721015555
S1328,258813,278755,2007,7.16,12.34,0.25,2.005,0.02,0,50.5814,0,0.01875,17,0.976873887
S1328,258813,278755,2013,7.19,10.1,1,0.966,0.25,0,50.5814,0,0.03024764,17,0.933970646
S1330,278944,273760,1995,5.9,9.5,0.5,0.24,0.25,0,0,0,0.04392523,13,1.039814117
S1330,278944,273760,2000,6.7,7.5,0.8,0.205,0.002,0,0,0,0.03660436,8,0.807043775
S1330,278944,273760,2005,6.33,8.45,1,0.27,0.007,0,0,0,0.0317757,13,0.965798215
S1330,278944,273760,2007,5.955,10.36,0.25,0.25,0.25,0,0,0,0.0364486,17,1.238710693
S1330,278944,273760,2008,5.965,8.995,0.25,0.195,0.25,0,0,0,0.03208723,16,1.127589554
S1344,293440,175039,2000,7.9,10,0.7,4.73,0.02,0,100,0,0.022024,24,0.228489568
S1344,293440,175039,2004,7.7,11.74,1.6,2.75,0.1,0,100,0,0.01376,21,0.342634511
S1344,293440,175039,2010,7.73,11.26,1.1,3.43805,0.041,0,100,0,0.01936,19,0.242204849
S1347,291087,207889,2003,8.39,10.9,1.4,0.53,0.05,0,40,10,0.02401216,22,-0.009469873
S1347,291087,207889,2009,7.97,9.95,1.4,0.6119,0.0425,0,40,10,0.02933131,17,0.464996932
S1361,206821,215093,2000,7.85,11,1.2,3.3,0.02,0,93.75,0,0.02034407,24,0.720085559
S1361,206821,215093,2004,7.695,9.9,1.2,3.07,0.015,0,93.75,0,0.01835063,25,0.926230149
S1361,206821,215093,2007,7.725,13.465,0.25,3.345,0.02,0,93.75,0,0.02140907,23,0.546717651
S1361,206821,215093,2018,7.85,13.15,1.375,3.3515,0.0295,0,93.75,0,0.03362643,29,0.667770178
S1383,278984,204194,2000,7.56,10,1,0.54,0.003,0,18.91892,8.108108,0.03094814,17,0.560677667
S1383,278984,204194,2005,7.77,9.6,1,0.3,0.008,0,18.91892,8.108108,0.02348874,15,0.427483969
S1390,472519,447416,1995,7.75,9.2,1.7,5.395,0.12,94.11764706,0,0,0.003340426,21,-0.657244667
S1390,472519,447416,2000,7.75,11.5,1.9,9.975,0.23,94.11764706,0,0,0.005234043,18,-0.281662455
S1390,472519,447416,2002,7.8,7.2,1.5,7.31,0.188,94.11764706,0,0,0.005106383,25,-0.788927742
S1390,472519,447416,2005,7.7,11.15,1.5,7.17,0.095,94.11764706,0,0,0.005468085,20,-0.482672563
S1396,290330,179378,2004,7.975,10.805,1.3,1.32,0.065,0,39.61039,14.93506,0.01986076,15,0.21328373
S1396,290330,179378,2007,8.285,11.755,0.25,1.145,0.025,0,39.61039,14.93506,0.02539241,16,0.349942654
S1400,288818,186607,2000,7.8,11,2,1.83,0.14,0,43.18182,15.90909,0.02868526,17,0.412814898
S1400,288818,186607,2003,7.64,12.56,1.6,1.83,0.07,0,43.18182,15.90909,0.02928287,16,0.36674275
S1400,288818,186607,2006,7.58,12.725,1.15,1.98,0.13,0,43.18182,15.90909,0.02290837,17,0.725936513
S1400,288818,186607,2009,7.24,10.1,1.3,1.5223,0.09,0,43.18182,15.90909,0.03366534,17,0.572974041
S1400,288818,186607,2012,7.59,11.3,1.3,1.89,0.11,0,43.18182,15.90909,0.03416335,9,0.687180688
S1400,288818,186607,2014,7.62,10.5,1.435,1.87555,0.1325,0,43.18182,15.90909,0.02450199,20,0.767619778
S1400,288818,186607,2015,7.7,11.9,1.6,1.967,0.156,0,43.18182,15.90909,0.03027888,20,0.662075363
S1400,288818,186607,2018,7.83,11.9,1.305,1.9175,0.097,0,43.18182,15.90909,0.03727092,24,0.79373879
S1401,290656,184874,2009,7.59,10.93,0.25,0.573,0.25,0,21.73913,4.347826,0.04172275,20,0.558344564
S1404,277101,190924,2006,7.57,10.305,0.25,0.385,0.25,0,11.11111,3.333333,0.02806378,17,0.467705611
S1404,277101,190924,2009,7.89,11.88,0.25,0.398,0.25,0,11.11111,3.333333,0.03769932,21,0.748211735
S1417,277183,199418,2000,8,10,1,0.84,0.02,0,26.53061,6.122449,0.02655814,12,0.313148463
S1417,277183,199418,2005,8.32,9.75,1.4,0.89,0.01,0,26.53061,6.122449,0.01969767,16,0.554509696
S1417,277183,199418,2008,7.82,8.4,1.4,0.844,0.02,0,26.53061,6.122449,0.02034884,23,0.633688625
S1420,268500,199900,2000,7.8,12.5,1.1,0.785,0.03,0,19.23077,4.700855,0.03304787,20,0.678987775
S1420,268500,199900,2003,7.955,12.105,1.15,0.845,0.01,0,19.23077,4.700855,0.02520422,18,0.678085364
S1420,268500,199900,2006,7.785,10.925,0.25,0.775,0.02,0,19.23077,4.700855,0.02312253,20,0.660575886
S1420,268500,199900,2009,7.72,8.275,1.15,0.6461,0.0205,0,19.23077,4.700855,0.03408871,15,0.630077807
S1434,353468,210139,1991,8,11,2.6,3.139,0.09,36.00199,33.86375,0.8204873,0.005810474,26,-0.399700772
S1434,353468,210139,1992,7.9,10,1.5,2.98,0.09,36.00199,33.86375,0.8204873,0.009426434,31,-0.254800207
S1434,353468,210139,1994,8,10.5,1.95,2.43,0.08,36.00199,33.86375,0.8204873,0.01204489,36,-0.096342847
S1434,353468,210139,1995,7.9,12,1.3,3.2,0.1,36.00199,33.86375,0.8204873,0.01413965,34,-0.029636753
S1434,353468,210139,1996,7.935,8.5,1.3,3.385,0.065,36.00199,33.86375,0.8204873,0.006246883,37,-0.386737733
S1434,353468,210139,1997,8.105,8,1.35,3.62,0.06,36.00199,33.86375,0.8204873,0.008329177,37,-0.485097476
S1434,353468,210139,1998,8,9.3,1.1,3.54,0.06,36.00199,33.86375,0.8204873,0.009376559,28,-0.147101265
S1434,353468,210139,1999,7.85,12,1.4,3.49,0.05,36.00199,33.86375,0.8204873,0.0142394,29,-0.068971666
S1434,353468,210139,2000,7.9,10.5,1.2,3.61,0.04,36.00199,33.86375,0.8204873,0.01433915,29,-0.412233058
S1434,353468,210139,2003,8.13,11.375,1.35,3.05,0.03,36.00199,33.86375,0.8204873,0.01187032,28,0.013956784
S1434,353468,210139,2004,7.99,12.65,1.4,2.95,0.03,36.00199,33.86375,0.8204873,0.006745636,24,-0.109931833
S1434,353468,210139,2005,7.93,9.56,1.2,2.95,0.03,36.00199,33.86375,0.8204873,0.01114713,21,-0.049216601
S1434,353468,210139,2006,8,11.21,1,2.785,0.04,36.00199,33.86375,0.8204873,0.008703242,22,-0.956665009
S1434,353468,210139,2008,7.77,11.1,1.3,3.88,0.03,36.00199,33.86375,0.8204873,0.01112219,19,0.088108036
S1434,353468,210139,2009,7.75,12.37,1.35,3.345,0.042,36.00199,33.86375,0.8204873,0.01600998,18,0.10987139
S1434,353468,210139,2010,7.86,10.35,1.2,3,0.036,36.00199,33.86375,0.8204873,0.01027431,18,0.257389315
S1434,353468,210139,2011,8.055,10.8,1.2,3.38,0.0355,36.00199,33.86375,0.8204873,0.00840399,24,-0.0865021
S1434,353468,210139,2012,7.925,12.215,1.3,2.24605,0.034,36.00199,33.86375,0.8204873,0.006658354,26,-0.292140535
S1434,353468,210139,2013,8.01,11.5,1.22,2.91,0.039,36.00199,33.86375,0.8204873,0.01967581,27,-0.010886912
S1434,353468,210139,2014,8.085,10.6,1.325,2.83,0.0325,36.00199,33.86375,0.8204873,0.01057357,22,0.475475038
S1434,353468,210139,2015,8.1,10.45,1.49,3.258,0.04,36.00199,33.86375,0.8204873,0.01304239,23,0.215745845
S1434,353468,210139,2019,8.12,15.2,1.45,2.832,0.052,36.00199,33.86375,0.8204873,0.009650873,27,-0.272927969
S1438,351260,239373,2010,7.67,11.22,1.15,1.195,0.25,14.94253,37.87879,0.261233,0.01329184,31,0.155127737
S1438,351260,239373,2011,7.85,8.1,1.3,1.32,0.25,14.94253,37.87879,0.261233,0.01228968,29,0.020732318
S1438,351260,239373,2012,7.75,14.4,1.1,0.946,0.25,14.94253,37.87879,0.261233,0.01234242,30,0.109443853
S1438,351260,239373,2014,7.97,10.2,1.07,1.135,0.25,14.94253,37.87879,0.261233,0.01408302,30,0.153443392
S1441,317991,239301,2000,7.8,14.8,1.1,0.88,0.01,3.826851,41.65621,0.1882058,0.01583333,26,0.573016997
S1441,317991,239301,2004,7.5,8.8,1.4,0.91,0.005,3.826851,41.65621,0.1882058,0.00469697,18,0.374692296
S1445,284029,282800,1995,6.35,9.5,0.55,0.25,0.25,0,0,0,0.05156398,11,0.883380923
S1445,284029,282800,2000,6.67,9.5,0.7,0.15,0.003,0,0,0,0.0371564,13,1.04125289
S1445,284029,282800,2004,6.84,9.94,0.8,0.12,0.01,0,0,0,0.02066351,11,1.122137394
S1453,339649,226534,1995,8.1,10,0.9,1.935,0.03,19.88304,37.4269,0,0.01437853,24,0.432896615
S1453,339649,226534,2000,8.25,11.65,1.2,1.8,0.025,19.88304,37.4269,0,0.01227401,21,0.447438212
S1453,339649,226534,2004,8.26,10.67,1.1,1.58,0.004,19.88304,37.4269,0,0.005649718,26,0.303080316
S1453,339649,226534,2007,8.25,11.71,0.25,1.88,0.02,19.88304,37.4269,0,0.009971751,32,0.381984624
S1480,331630,257260,2000,8,11.4,1,3.785,0.085,25,30,0.8333333,0.01388449,23,0.519866613
S1480,331630,257260,2003,7.99,10.7,1,3.2,0.07,25,30,0.8333333,0.01202532,22,0.466102669
S1480,331630,257260,2009,7.88,10.335,1.55,2.985,0.052,25,30,0.8333333,0.01606013,23,0.544797471
S1485,350140,259540,2000,8.2,10,1.2,8.81,0.06,56.41026,43.58974,0,0.01774933,25,-0.117563106
S1485,350140,259540,2002,7.965,10.85,1.15,8.125,0.075,56.41026,43.58974,0,0.01444744,21,0.42110168
S1485,350140,259540,2005,8.12,9.6,1.3,7.43,0.06,56.41026,43.58974,0,0.01024259,21,0.215596357
S1489,334501,263432,1995,7.89,8.5,0.6,4.42,0.03,10.34483,56.32184,0,0.01627152,13,0.637734299
S1489,334501,263432,2000,8.1,10.75,1.1,5.98,0.01,10.34483,56.32184,0,0.01616576,27,0.5391008
S1489,334501,263432,2005,7.905,10.215,0.85,4.49,0.01,10.34483,56.32184,0,0.01160846,21,0.486092484
S1489,334501,263432,2007,8.01,10.78,0.25,5.195,0.25,10.34483,56.32184,0,0.01269061,27,0.414791404
S1491,349154,241447,2009,8.03,10.435,1.25,7.02,0.0355,95.2381,0,2.380952,0.003617021,21,-0.263339413
S1505,307700,246970,1995,7.85,9,0.95,1.345,0.025,3.921569,35.29412,0,0.02075501,27,0.505246141
S1505,307700,246970,2000,8.1,9,0.6,1.39,0.007,3.921569,35.29412,0,0.02008424,21,0.771235939
S1505,307700,246970,2004,8.13,7.76,1.05,1.2,0.0055,3.921569,35.29412,0,0.007819203,32,0.527716649
S1508,299257,250754,2000,7.4,11.1,1.4,0.52,0.0065,0,100,0,0.0255733,17,0.825660568
S1508,299257,250754,2009,7.53,8.82,1.2,0.596,0.25,0,100,0,0.03124488,12,0.851852886
S1513,301930,257300,1995,7.8,9,1.1,1.22,0.03,1.392758,57.38162,0.8356546,0.01444134,26,0.378592415
S1513,301930,257300,2000,7.9,9,1.4,1.3,0.03,1.392758,57.38162,0.8356546,0.0124162,19,0.273053565
S1513,301930,257300,2004,7.75,9.21,1.1,1.27,0.03,1.392758,57.38162,0.8356546,0.00622905,17,0.135255382
S1513,301930,257300,2010,7.76,9.085,1.4,0.9759,0.022,1.392758,57.38162,0.8356546,0.01111732,19,0.200564761
S1518,296550,265670,1995,6.25,9,0.7,0.275,0.25,0,2.985075,0,0.03396552,18,0.686628361
S1518,296550,265670,2009,6.11,11.3,0.25,0.346,0.25,0,2.985075,0,0.03045977,16,0.571142725
S1520,293050,264800,2000,5.7,9.5,0.7,0.21,0.002,0,0.5347594,0,0.01446739,7,1.2806867
S1520,293050,264800,2007,6.23,8.56,0.25,0.22,0.25,0,0.5347594,0,0.01380435,6,1.05767262
S1525,334712,205657,1992,7.9,10,1.4,1.908,0.08,6.915477,45.88364,0.7683864,0.01782385,27,0.157209575
S1525,334712,205657,1995,7.8,11.5,0.8,1.6,0.05,6.915477,45.88364,0.7683864,0.02489854,18,0.353254374
S1525,334712,205657,2000,8.1,12,1.3,2.31,0.055,6.915477,45.88364,0.7683864,0.02451464,28,0.316693583
S1525,334712,205657,2005,7.805,11.82,1,1.66,0.03,6.915477,45.88364,0.7683864,0.0185368,22,0.318700564
S1525,334712,205657,2008,7.98,12.87,1.5,1.7742,0.051,6.915477,45.88364,0.7683864,0.01705605,25,0.431797144
S1525,334712,205657,2010,7.84,11.94,1.1,1.50955,0.029,6.915477,45.88364,0.7683864,0.01722058,14,0.371527629
S1525,334712,205657,2011,7.82,10.125,1.4,1.51,0.0335,6.915477,45.88364,0.7683864,0.01491719,26,0.35156952
S1525,334712,205657,2012,8.035,12.33,1.45,1.27185,0.0375,6.915477,45.88364,0.7683864,0.01338159,20,0.275185125
S1525,334712,205657,2014,7.89,9.5,1.145,1.41,0.05,6.915477,45.88364,0.7683864,0.01700121,17,0.576467408
S1525,334712,205657,2016,8.02,12.4,1.45,1.14,0.068,6.915477,45.88364,0.7683864,0.01678184,23,0.240579359
S1525,334712,205657,2017,7.965,10.2,1.56,1.184,0.0605,6.915477,45.88364,0.7683864,0.01524624,25,0.106559076
S1525,334712,205657,2018,7.975,9.8,1.18,1.186,0.061,6.915477,45.88364,0.7683864,0.0193046,25,0.253367287
S1528,324086,216258,2000,8,12,1.4,1.48,0.03,2.709677,47.6129,0.3870968,0.02055961,22,0.736878251
S1528,324086,216258,2004,8.1,12.01,1,1.36,0.02,2.709677,47.6129,0.3870968,0.008564477,20,0.204995665
S1528,324086,216258,2010,8.045,13.565,1.05,1.11675,0.031,2.709677,47.6129,0.3870968,0.01690998,17,0.509038596
S1539,338458,201068,2000,8.1,12.75,1.4,4.85,0.13,39.25234,54.20561,0,0.009324453,25,0.461960456
S1539,338458,201068,2010,7.86,9.89,1.2,3.08,0.106,39.25234,54.20561,0,0.007250238,22,0.817794138
S1539,338458,201068,2014,7.95,9.5,1.16,2.82425,0.0895,39.25234,54.20561,0,0.007411989,20,0.765626659
S1553,300363,230230,2004,7.96,10.42,1.1,1.06,0.01,0,50.79365,0,0.009737261,28,0.815148428
S1553,300363,230230,2010,7.9,9.215,1,0.791,0.25,0,50.79365,0,0.015,18,1.052271824
S1556,289494,227400,2000,7.7,10.5,1.2,0.51,0.005,0,40,0,0.02751256,16,0.702001402
S1556,289494,227400,2004,7.57,10.81,0.8,0.53,0.007,0,40,0,0.01590452,19,0.850587039
S1556,289494,227400,2007,7.7,11.485,0.25,0.625,0.25,0,40,0,0.02683417,14,0.43168603
S1559,325862,188850,2000,8.05,9,0.85,0.925,0.0085,1.895735,14.21801,18.95735,0.02461894,21,0.241134561
S1559,325862,188850,2003,7.8,11.72,1.5,0.83,0.007,1.895735,14.21801,18.95735,0.02406467,18,0.028078487
S1559,325862,188850,2006,7.905,10.525,1,0.745,0.02,1.895735,14.21801,18.95735,0.01551963,19,0.070311746
S1559,325862,188850,2013,7.875,10.4,1.1,0.796,0.25,1.895735,14.21801,18.95735,0.03154734,17,0.724211199
S1569,321389,180748,1991,8.05,10,1.7,2.5565,0.05,7.368421,34.73684,21.05263,0.008170118,8,-0.16651586
S1569,321389,180748,1994,7.9,10,1.45,1.825,0.025,7.368421,34.73684,21.05263,0.01331841,14,-0.159711173
S1569,321389,180748,1995,7.9,12,1.3,1.65,0.02,7.368421,34.73684,21.05263,0.02260772,10,0.04226099
S1569,321389,180748,2000,7.9,9.5,2,1.49,0.02,7.368421,34.73684,21.05263,0.02224398,16,-0.103194902
S1569,321389,180748,2003,7.675,10.015,1.1,1.29,0.02,7.368421,34.73684,21.05263,0.02109681,17,-0.016017909
S1589,307278,189949,1991,8,11.5,1.8,2.144,0.37,0,19.64809,12.90323,0.017854,14,-0.146352249
S1589,307278,189949,1992,8,12.5,1.7,1.607,0.41,0,19.64809,12.90323,0.02116315,15,-0.125368744
S1589,307278,189949,2004,8.15,12.16,1.65,2.465,0.225,0,19.64809,12.90323,0.01815084,20,0.069777501
S1589,307278,189949,2010,7.91,10.88,1.5,1.24,0.074,0,19.64809,12.90323,0.02528584,18,0.078227473
S1591,308452,194977,1992,8.1,9,1.8,0.904,0.03,0,16.32653,10.20408,0.01583548,12,0.073565899
S1591,308452,194977,2000,8.3,11,1.2,0.76,0.006,0,16.32653,10.20408,0.02077121,12,0.518961629
S1591,308452,194977,2005,8.145,11.455,1,0.655,0.01,0,16.32653,10.20408,0.01948586,23,0.046814086
S1597,302430,191650,2000,8.1,9.5,1.1,0.63,0.03,0,3.448276,10.34483,0.03616915,13,-0.040139107
S1597,302430,191650,2003,7.76,10.19,0.7,0.5,0.01,0,3.448276,10.34483,0.02985075,14,-0.236426429
S1597,302430,191650,2006,8.125,10.975,0.25,0.52,0.02,0,3.448276,10.34483,0.02348259,13,0.276433774
S1600,307796,195784,1991,8.1,10,1.7,0.896,0.07,0,16.03774,17.92453,0.01311321,7,-0.462827063
S1600,307796,195784,1992,8,12.5,1.7,0.895,0.06,0,16.03774,17.92453,0.01608491,14,-0.246033001
S1600,307796,195784,2000,7.9,11,1.5,0.69,0.025,0,16.03774,17.92453,0.02542453,10,0.156998437
S1600,307796,195784,2005,7.94,12.55,1.6,0.75,0.03,0,16.03774,17.92453,0.02150943,15,-0.134862709
S1600,307796,195784,2008,7.97,12.26,1.3,0.5,0.027,0,16.03774,17.92453,0.01900943,16,0.381167265
S1611,304831,206390,1992,8.05,10,2.2,1.865,0.03,0,6.666667,33.33333,0.01335255,7,-0.043865459
S1611,304831,206390,2000,8.1,11,2.4,1.45,0.02,0,6.666667,33.33333,0.01623439,10,0.401847902
S1611,304831,206390,2004,7.88,11.025,1.35,1.12,0.03,0,6.666667,33.33333,0.01133525,14,0.088421708
S1611,304831,206390,2007,8.04,10.95,1.6,1.21,0.02,0,6.666667,33.33333,0.01488953,15,0.524152348
S1613,311966,176992,1991,7.75,10.5,1.9,4.41,0.46,0,76.81159,14.49275,0.01234483,15,-0.094402407
S1613,311966,176992,1992,7.9,13.5,2,5.35,0.42,0,76.81159,14.49275,0.01606897,18,-0.264555731
S1613,311966,176992,1995,7.8,10,1,2.385,0.175,0,76.81159,14.49275,0.02627586,19,-0.199995332
S1613,311966,176992,2000,7.9,10,1.4,2.59,0.13,0,76.81159,14.49275,0.02244828,18,-0.099591453
S1613,311966,176992,2006,7.82,13.425,1.15,2.215,0.14,0,76.81159,14.49275,0.01386207,22,0.124671664
S1613,311966,176992,2010,7.78,13.2,1.6,2.27905,0.1755,0,76.81159,14.49275,0.02013793,11,0.299899857
S1613,311966,176992,2013,7.83,10.75,1.75,1.905,0.0465,0,76.81159,14.49275,0.03365517,3,0.452391027
S1619,303300,182770,2004,7.705,10.84,1.15,1.67,0.125,0,61.53846,17.94872,0.01411168,15,0.446293618
S1619,303300,182770,2010,7.82,11.52,1.1,1.39,0.084,0,61.53846,17.94872,0.02116751,27,0.587893984
S1638,314605,220267,2004,8.27,11.75,1,1.19,0.01,0.8741259,55.06993,0.3496503,0.01153705,22,0.372052912
S1638,314605,220267,2007,8.09,12.12,1.3,1.08,0.02,0.8741259,55.06993,0.3496503,0.01709873,18,0.402059492
S1638,314605,220267,2010,7.99,11.705,1.1,0.993,0.02,0.8741259,55.06993,0.3496503,0.01698842,19,0.766082866
S1651,361244,242036,2006,8.17,10.58,1.4,6.61,0.039,100,0,0,0.003770833,20,-0.249356795
S1682,325900,362000,2000,8.3,9.75,1.4,4.355,0.03,16,64,0,0.007197279,21,0.470771244
S1682,325900,362000,2002,8.12,11.625,1.05,2.63,0.05,16,64,0,0.006707483,24,0.694305238
S1682,325900,362000,2005,8.14,10.23,1.05,3.195,0.06,16,64,0,0.007714286,29,0.569325518
S1682,325900,362000,2008,8.175,10.755,1.2,3.06,0.046,16,64,0,0.008285714,23,0.790730627
S1690,290900,378100,1991,8,11.5,1.6,3.593,0.05,0,82.22222222,0,0.012691771,26,0.511460269
S1690,290900,378100,1992,7.85,9.3,1.9,2.8175,0.085,0,82.22222222,0,0.009036495,21,0.866057266
S1690,290900,378100,1995,7.7,10.95,0.95,4.27,0.055,0,82.22222222,0,0.01106927,25,0.927338568
S1690,290900,378100,2000,8,10,1.2,4.64,0.05,0,82.22222222,0,0.015108089,21,0.900488434
S1690,290900,378100,2002,7.7,11,1.1,3.8,0.11,0,82.22222222,0,0.010388192,20,0.570233929
S1690,290900,378100,2008,7.715,11.56,1.35,3.48,0.066,0,82.22222222,0,0.011123896,22,0.675871655
S1692,312000,360700,1995,7.8,11.2,1.4,4.359964,0.18,3.100775,82.94574,0.7751938,0.01110178,22,0.167179188
S1692,312000,360700,2000,7.9,12.85,1.35,5.235,0.1,3.100775,82.94574,0.7751938,0.0132319,24,0.423301394
S1692,312000,360700,2005,7.725,9.69,1,4.61,0.095,3.100775,82.94574,0.7751938,0.009590766,23,0.239125519
S1697,295500,370600,2000,7.7,12,0.95,2.51,0.01,0,71.01449,0,0.01622423,21,0.920774775
S1697,295500,370600,2004,7.605,11.5,1.05,1.735,0.008,0,71.01449,0,0.009628866,19,0.777222252
S1698,306117,371941,1991,8.1,10.8,2.4,4.255,0.21,0,92.85714,0,0.006831683,18,0.099267532
S1698,306117,371941,1992,8.15,8.35,2.25,2.2025,0.28,0,92.85714,0,0.006905941,17,-0.079268789
S1698,306117,371941,1995,8,12,1.4,7.08,0.28,0,92.85714,0,0.01185644,18,0.285406615
S1698,306117,371941,2000,8.2,11.5,1.75,6.16,0.255,0,92.85714,0,0.01373762,20,0.2781543
S1698,306117,371941,2003,7.96,10.305,1.4,2.465,0.24,0,92.85714,0,0.009653465,19,0.084695885
S1698,306117,371941,2006,8.185,11.92,1.05,4.285,0.13,0,92.85714,0,0.008811881,19,0.131714817
S1698,306117,371941,2009,8,9.815,1.25,4.2955,0.113,0,92.85714,0,0.01373762,25,0.46673661
S1699,308200,369400,1991,8.15,10.65,1.95,6.4325,0.13,16.90141,77.46479,0,0.006883943,31,0.139040593
S1699,308200,369400,1992,8.2,8.45,2,3.4545,0.175,16.90141,77.46479,0,0.006049285,27,-0.005566876
S1699,308200,369400,1995,8.1,12.05,1.35,7.305,0.07,16.90141,77.46479,0,0.01116057,32,0.248119517
S1699,308200,369400,2000,8.3,11.9,1.2,7.39,0.06,16.90141,77.46479,0,0.01254372,22,0.237382922
S1699,308200,369400,2005,8.09,10.85,1.17,6.58,0.04,16.90141,77.46479,0,0.009300477,24,0.428624433
S1699,308200,369400,2010,8.14,9.725,1.35,6.25075,0.063,16.90141,77.46479,0,0.007217806,22,0.81262822
S1703,345357,355307,2000,7.95,12,2.6,5.81,0.465,43.24324324,56.75675676,0,0.008890675,18,-0.28915345
S1703,345357,355307,2003,7.96,11.085,1.85,2.255,0.29,43.24324324,56.75675676,0,0.013794212,20,-0.285572823
S1703,345357,355307,2006,7.985,11.57,1.33,5.63,0.485,43.24324324,56.75675676,0,0.006538049,28,-0.434642114
S1703,345357,355307,2013,7.9,11.2,2.58,5.27,0.5205,43.24324324,56.75675676,0,0.013338692,22,-0.33474211
S1706,324077,364530,2000,8.2,8.5,1.4,7.4,0.05,13.51351,57.65766,0.9009009,0.003695373,17,-0.046167066
S1706,324077,364530,2002,7.87,9.82,1,3.645,0.05,13.51351,57.65766,0.9009009,0.002365039,21,-0.133238763
S1706,324077,364530,2004,8,11.16,1.45,4.8,0.09,13.51351,57.65766,0.9009009,0,18,-0.002737126
S1706,324077,364530,2008,8.075,11.23,1.4,6.3863,0.0775,13.51351,57.65766,0.9009009,0.000205656,20,0.461191945
S1706,324077,364530,2010,8.015,8.905,1.1,8.26825,0.0915,13.51351,57.65766,0.9009009,0,21,0.221864428
S1710,339615,348221,1995,8,10,1,3.61,0.04,21.15385,44.23077,21.15385,0.007931034,14,-0.179214386
S1710,339615,348221,2000,8.1,9.25,1.3,4.04,0.03,21.15385,44.23077,21.15385,0.01018256,19,-0.047737586
S1710,339615,348221,2002,7.92,12,1.9,2.78,0.06,21.15385,44.23077,21.15385,0.009685598,19,0.000422088
S1710,339615,348221,2005,8.055,9.835,2.07,2.97,0.06,21.15385,44.23077,21.15385,0.007048682,19,-0.252802949
S1710,339615,348221,2009,8.005,9.995,1.3,2.64045,0.045,21.15385,44.23077,21.15385,0.01024341,23,0.535695889
S1710,339615,348221,2010,8.11,10.955,1.35,2.64,0.057,21.15385,44.23077,21.15385,0.006713996,21,0.256130663
S1710,339615,348221,2011,8.16,10.39,1.2,2.4394,0.0635,21.15385,44.23077,21.15385,0.006724138,24,0.372709529
